timestamp_s,node_id,cpu_percent,latency_ms,packet_loss_percent,throughput_mbps
4,access-07,25.922688,18.11696,0.088445,255.833092
4,access-08,26.576283,17.770649,0.101489,252.359114
4,access-09,26.551957,16.317468,0.076235,248.354142
4,aggregation-04,29.608104,9.198097,0.084353,5946.399615
4,access-10,30.817014,17.16073,0.040007,239.311393
4,access-11,33.642759,15.970154,0.092604,234.582222
4,access-12,39.676727,16.791896,0.050051,229.928739
4,aggregation-05,39.774386,7.290096,0.068783,5496.800255
4,access-13,40.294573,15.382185,0.092461,221.476077
4,access-14,42.322232,15.590458,0.089072,217.965368
4,access-15,41.522393,15.249494,0.094884,215.097437
4,aggregation-06,37.591023,8.085017,0.106467,5191.147667
4,access-16,37.966749,15.827651,0.069109,211.656137
4,access-17,34.491882,15.475195,0.092187,211.200211
4,access-18,33.020108,16.454194,0.083673,211.617941
5,core-01,34.637893,3.959528,0.079532,31429.367386
5,core-02,38.434881,3.731713,0.057744,32038.11606
5,core-03,41.072798,4.327656,0.070391,32614.16663
5,aggregation-01,44.018776,9.988582,0.102474,6154.173987
5,access-01,41.849937,18.760443,0.057151,255.933894
5,access-02,40.848086,19.080163,0.085118,258.735864
5,access-03,39.52065,19.755165,0.07073,260.789217
5,aggregation-02,36.138498,11.57398,0.109159,6386.832035
5,access-04,35.485874,18.927793,0.104667,262.397712
5,access-05,32.936351,19.348888,0.090674,261.897959
5,access-06,31.487273,18.188184,0.070209,260.541676
5,aggregation-03,26.310841,10.558951,0.125237,6297.894267
5,access-07,24.184673,17.529116,0.104738,255.472316
5,access-08,26.142792,17.283282,0.067019,251.932244
5,access-09,29.163816,17.071554,0.073785,247.875746
5,aggregation-04,29.512108,8.392053,0.04739,5933.880727
5,access-10,34.31642,16.210093,0.071421,238.780125
5,access-11,34.541666,15.652242,0.142372,234.051414
5,access-12,40.089132,16.939062,0.089251,229.416504
5,aggregation-05,42.682734,7.723954,0.09428,5485.193388
5,access-13,42.860557,15.282797,0.086475,221.052204
5,access-14,41.2592,15.883625,0.092914,217.608267
5,access-15,39.910408,14.825473,0.054647,214.819295
5,aggregation-06,40.642015,7.143534,0.105444,5186.523942
5,access-16,37.043747,15.066184,0.081429,211.561371
5,access-17,34.250497,15.609751,0.134468,211.203603
5,access-18,28.784006,16.4389,0.03028,211.719376
6,core-01,37.258956,4.095996,0.053937,31498.907104
6,core-02,38.77943,5.359679,0.054207,32104.997018
6,core-03,43.031357,4.212142,0.092054,32676.106348
6,aggregation-01,41.243622,10.405001,0.092378,6164.366847
6,access-01,41.552153,18.287853,0.072564,256.284039
6,access-02,41.479559,19.020989,0.062867,259.006035
6,access-03,39.840494,18.899117,0.067935,260.970194
6,aggregation-02,34.918757,11.08736,0.073624,6388.9187
6,access-04,34.735183,18.497414,0.09695,262.385027
6,access-05,31.231834,18.280376,0.119729,261.787416
6,access-06,27.157149,18.642552,0.075501,260.337046
6,aggregation-03,25.953522,10.311543,0.045856,6290.78328
6,access-07,25.963936,17.465563,0.068872,255.103437
6,access-08,24.655547,16.971688,0.057124,251.498807
6,access-09,27.893182,17.753211,0.128673,247.392543
6,aggregation-04,29.212762,8.559055,0.108722,5921.291581
6,access-10,33.471594,15.306216,0.1222,238.247999
6,access-11,33.848763,15.860733,0.083638,233.521798
6,access-12,38.455531,15.585114,0.101898,228.907474
6,aggregation-05,40.478362,7.37062,0.064083,5473.710998
6,access-13,41.776927,14.962619,0.087322,220.635166
6,access-14,40.754069,15.151736,0.106023,217.259495
6,access-15,41.006867,14.828338,0.041784,214.550692
6,aggregation-06,38.681879,7.930887,0.07549,5182.15432
6,access-16,37.713423,15.888781,0.095765,211.477558
6,access-17,35.177055,16.230555,0.062235,211.218105
6,access-18,30.003897,16.235393,0.121902,211.831697
7,core-01,36.282384,4.124017,0.121908,31568.265011
7,core-02,39.410469,4.604891,0.056555,32171.433116
7,core-03,40.152615,4.673921,0.04878,32737.353337
7,aggregation-01,39.139029,10.746396,0.058231,6174.389415
7,access-01,43.361207,18.565606,0.050729,256.625727
7,access-02,40.831497,18.484847,0.103878,259.266568
7,access-03,40.181548,19.59486,0.081257,261.140681
7,aggregation-02,36.108416,11.440938,0.088407,6390.737615
7,access-04,33.869457,19.458916,0.033174,262.361238
7,access-05,29.011672,18.654499,0.124106,261.666027
7,access-06,27.716295,18.696016,0.112005,260.122201
7,aggregation-03,26.794051,10.486909,0.08104,6283.447134
7,access-07,24.829731,18.275498,0.024563,254.726614
7,access-08,25.72288,16.862539,0.045633,251.05899
7,access-09,26.914208,17.739745,0.129607,246.904743
7,aggregation-04,30.42593,7.738407,0.115477,5908.637641
7,access-10,32.322549,16.158399,0.078275,237.715244
7,access-11,38.309933,14.944167,0.067903,232.993605
7,access-12,39.76663,15.572198,0.13629,228.40187
7,aggregation-05,41.2624,7.569258,0.111662,5462.35807
7,access-13,42.227567,15.397184,0.100836,220.225143
7,access-14,42.727841,15.873174,0.063821,216.919204
7,access-15,40.272525,14.623045,0.08507,214.291746
7,aggregation-06,38.829734,7.607064,0.091844,5178.040699
7,access-16,36.34788,16.145888,0.077244,211.404736
7,access-17,32.592946,16.164568,0.082068,211.243709
7,access-18,30.009831,16.013177,0.081973,211.954855
8,core-01,37.245297,4.093433,0.063447,31637.411006
8,core-02,37.100848,4.282016,0.069127,32237.395518
8,core-03,40.813084,4.626464,0.121555,32797.881015
8,aggregation-01,40.262396,10.441159,0.098329,6184.237341
8,access-01,42.870539,18.638894,0.051127,256.958811
8,access-02,38.810394,18.698031,0.097972,259.51735
8,access-03,38.448475,18.802267,0.042327,261.300603
8,aggregation-02,34.014405,10.862429,0.120906,6392.28799
8,access-04,32.19519,19.220466,0.049029,262.326355
8,access-05,28.883947,18.660994,0.04372,261.533846
8,access-06,25.937659,18.4967,0.081351,259.897233
8,aggregation-03,26.729667,9.089607,0.018364,6275.889014
8,access-07,24.869006,16.613818,0.10037,254.34201
8,access-08,27.047084,17.242938,0.039217,250.612985
8,access-09,27.593701,17.064469,0.1055,246.412558
8,aggregation-04,32.054377,8.198026,0.085328,5895.924399
8,access-10,33.903486,15.559567,0.08497,237.182091
8,access-11,38.656081,15.858499,0.049512,232.467064
8,access-12,39.467731,15.282518,0.054056,227.89991
8,aggregation-05,39.977199,7.147515,0.032176,5451.13953
8,access-13,40.576918,15.016499,0.062697,219.822315
8,access-14,42.521812,15.017425,0.042886,216.587541
8,access-15,41.41898,15.208529,0.070754,214.042569
8,aggregation-06,39.112873,6.92112,0.133474,5174.184863
8,access-16,35.442173,15.337389,0.056768,211.342935
8,access-17,32.71126,16.14545,0.099747,211.280405
8,access-18,31.345749,15.92256,0.07769,212.088795
9,core-01,37.451127,4.935965,0.046877,31706.315077
9,core-02,38.616176,4.309374,0.061493,32302.855596
9,core-03,41.477386,5.608796,0.070979,32857.663112
9,aggregation-01,41.053304,10.540901,0.099087,6193.906352
9,access-01,42.45189,18.825555,0.103442,257.283145
9,access-02,38.641269,18.350536,0.088512,259.758273
9,access-03,37.776299,18.328227,0.086072,261.449893
9,aggregation-02,37.569039,10.727737,0.072272,6393.569153
9,access-04,33.179135,18.168064,0.084626,262.280393
9,access-05,30.575134,18.885739,0.122116,261.390931
9,access-06,26.927447,18.308065,0.066014,259.662241
9,aggregation-03,24.705923,10.725417,0.0914,6268.112201
9,access-07,25.412095,17.468113,0.08618,253.949793
9,access-08,24.524162,16.425163,0.059286,250.160985
9,access-09,27.655218,16.300961,0.069742,245.9162
9,aggregation-04,29.171984,8.739799,0.067589,5883.157371
9,access-10,34.461512,15.6723,0.041168,236.648773
9,access-11,35.889857,16.163118,0.098307,231.942404
9,access-12,40.316766,14.763522,0.115653,227.401813
9,aggregation-05,41.263332,7.570534,0.072109,5440.060247
9,access-13,40.217259,15.463797,0.088478,219.426854
9,access-14,43.664245,15.714581,0.123706,216.264651
9,access-15,39.350691,14.798679,0.030061,213.803269
9,aggregation-06,38.706899,7.604025,0.089048,5170.588486
9,access-16,36.265135,15.127789,0.131577,211.292183
9,access-17,31.968012,16.13867,0.088371,211.328177
9,access-18,30.026445,16.290208,0.103124,212.233461
10,core-01,36.680385,4.886522,0.088953,31774.94732
10,core-02,41.446997,4.289547,0.093161,32367.78494
10,core-03,40.468713,4.556051,0.095033,32916.673682
10,aggregation-01,43.346907,10.650067,0.108468,6203.39225
10,access-01,39.513643,19.468857,0.067536,257.59859
10,access-02,41.94083,19.255623,0.066479,259.989232
10,access-03,40.145416,18.777865,0.075598,261.588483
10,aggregation-02,35.20922,10.033178,0.052632,6394.580547
10,access-04,31.228311,18.416164,0.111992,262.223372
10,access-05,28.582171,18.678608,0.079349,261.237342
10,access-06,26.931784,17.450883,0.065727,259.417327
10,aggregation-03,27.400428,9.634574,0.08508,6260.120069
10,access-07,27.131457,17.495356,0.08424,253.550132
10,access-08,26.86149,17.177155,0.09697,249.703186
10,access-09,30.535874,17.456944,0.052531,245.415886
10,aggregation-04,30.959294,8.124555,0.095198,5870.3421
10,access-10,34.307162,15.691802,0.047856,236.11552
10,access-11,37.414823,15.218262,0.078469,231.419852
10,access-12,42.281227,15.72561,0.08793,226.907795
10,aggregation-05,41.004058,7.757465,0.076727,5429.125029
10,access-13,40.146398,15.036769,0.102659,219.038934
10,access-14,41.600971,14.801161,0.029448,215.950674
10,access-15,39.415034,14.878282,0.090864,213.573949
10,aggregation-06,36.699561,6.794582,0.101497,5167.253129
10,access-16,34.287493,15.274195,0.04003,211.252502
10,access-17,30.684872,15.714884,0.096138,211.387004
10,access-18,27.691367,15.831789,0.086891,212.388789
11,core-01,35.18509,5.017817,0.069828,31843.277948
11,core-02,41.076514,4.291098,0.071914,32432.15537
11,core-03,40.313142,4.617383,0.14442,32974.887112
11,aggregation-01,41.859657,10.773093,0.065738,6212.690918
11,access-01,42.664872,18.855029,0.103432,257.905007
11,access-02,39.479914,19.749498,0.068717,260.210126
11,access-03,39.162466,19.033768,0.058035,261.716316
11,aggregation-02,32.669534,10.968214,0.085885,6395.321733
11,access-04,30.043438,18.431736,0.128691,262.155317
11,access-05,28.481836,18.259986,0.050682,261.073148
11,access-06,26.153719,17.853265,0.109939,259.162596
11,aggregation-03,25.196137,9.709161,0.074872,6251.916086
11,access-07,25.928131,17.286328,0.064263,253.143202
11,access-08,26.588649,17.094822,0.069563,249.239787
11,access-09,28.105,17.497701,0.062478,244.911833
11,aggregation-04,31.702087,8.008056,0.09192,5857.484148
11,access-10,35.01185,16.566582,0.080173,235.582565
11,access-11,38.978161,16.495317,0.128385,230.899635
11,access-12,39.133978,15.47625,0.074699,226.418071
11,aggregation-05,40.744659,7.465046,0.084841,5418.338624
11,access-13,41.962936,15.871282,0.068944,218.658722
11,access-14,40.220129,14.867534,0.080966,215.645745
11,access-15,39.905049,14.89544,0.070651,213.354711
11,aggregation-06,39.16086,7.581581,0.101888,5164.18024
11,access-16,32.725053,15.388803,0.06715,211.223909
11,access-17,32.967615,16.278395,0.044821,211.456861
11,access-18,29.034337,16.569872,0.091053,212.554711
12,core-01,37.092644,4.827957,0.051984,31911.277303
12,core-02,39.296172,4.489065,0.08805,32495.938949
12,core-03,42.960487,4.946014,0.065263,33032.278139
12,aggregation-01,41.040402,10.591769,0.074676,6221.798321
12,access-01,42.647554,18.698013,0.081709,258.202265
12,access-02,36.946714,18.649995,0.092788,260.42086
12,access-03,37.239549,18.597688,0.084579,261.833334
12,aggregation-02,33.917831,9.794677,0.088347,6395.792391
12,access-04,32.052385,19.134221,0.056266,262.076258
12,access-05,28.950235,18.087838,0.081138,260.898418
12,access-06,25.77799,17.659469,0.109385,258.89816
12,aggregation-03,27.596411,9.512676,0.06127,6243.503815
12,access-07,24.376587,17.376209,0.071973,252.729179
12,access-08,28.120837,17.671431,0.050973,248.770989
12,access-09,30.597658,16.873728,0.074773,244.404259
12,aggregation-04,31.638797,8.745861,0.070571,5844.589094
12,access-10,34.189235,15.78559,0.069548,235.050137
12,access-11,38.269156,15.029299,0.058804,230.381979
12,access-12,39.546025,16.002393,0.096345,225.932852
12,aggregation-05,42.304301,7.273381,0.099537,5407.705712
12,access-13,42.374949,15.682891,0.054228,218.286384
12,access-14,39.596575,15.016788,0.073035,215.349998
12,access-15,39.633298,15.12159,0.103219,213.145647
12,aggregation-06,35.089144,7.692861,0.063852,5161.371151
12,access-16,34.578573,16.116581,0.104229,211.206416
12,access-17,29.758779,16.284916,0.066121,211.537717
12,access-18,30.123788,16.108855,0.051809,212.731156
13,core-01,38.168095,4.868922,0.095033,31978.915874
13,core-02,39.724315,4.812208,0.047486,32559.107992
13,core-03,42.617026,5.126478,0.061428,33088.821854
13,aggregation-01,41.133044,10.0285,0.110036,6230.710507
13,access-01,40.668313,18.428263,0.004082,258.490234
13,access-02,39.020765,18.160286,0.061661,260.621342
13,access-03,36.811624,18.822727,0.092352,261.939487
13,aggregation-02,34.648503,10.526963,0.078745,6395.992315
13,access-04,30.926714,18.463951,0.073547,261.986229
13,access-05,28.586491,18.019825,0.045395,260.71323
13,access-06,26.158558,18.369442,0.085226,258.624133
13,aggregation-03,25.360802,9.608791,0.099652,6234.886905
13,access-07,26.381891,17.368441,0.093,252.308242
13,access-08,27.732543,16.547262,0.0826,248.296995
13,access-09,29.576539,17.049161,0.093776,243.893384
13,aggregation-04,31.029782,8.379347,0.084847,5831.662535
13,access-10,35.615883,15.94767,0.064809,234.51847
13,access-11,38.882163,14.891759,0.073865,229.867109
13,access-12,39.942808,16.272881,0.057367,225.45235
13,aggregation-05,39.738154,6.29035,0.061878,5397.230909
13,access-13,41.370344,15.745534,0.097794,217.922081
13,access-14,40.465136,15.654007,0.083061,215.06356
13,access-15,39.107472,13.901011,0.105175,212.94685
13,aggregation-06,37.014297,7.266359,0.102729,5158.827083
13,access-16,35.07294,15.475292,0.082638,211.200031
13,access-17,31.733753,15.755925,0.057712,211.629537
13,access-18,29.672108,16.928612,0.086492,212.918048
14,core-01,38.440766,4.132627,0.110687,32046.164305
14,core-02,40.987958,5.711797,0.074487,32621.635085
14,core-03,41.1704,5.617708,0.110504,33144.493716
14,aggregation-01,39.464677,9.962764,0.073729,6239.423606
14,access-01,40.24585,18.137485,0.056181,258.768789
14,access-02,39.172912,18.439096,0.079964,260.811486
14,access-03,38.346412,19.370802,0.085592,262.03473
14,aggregation-02,34.055083,10.883889,0.084523,6395.921419
14,access-04,29.708717,18.096446,0.096148,261.885268
14,access-05,28.436869,18.34659,0.132698,260.517663
14,access-06,27.004095,17.415457,0.09725,258.340633
14,aggregation-03,26.692218,9.650792,0.07625,6226.069096
14,access-07,25.427423,17.356714,0.036404,251.880575
14,access-08,27.903329,17.212979,0.079332,247.818011
14,access-09,29.155305,17.018749,0.035732,243.379431
14,aggregation-04,32.270127,8.410861,0.095635,5818.710083
14,access-10,34.827079,15.953738,0.08144,233.987792
14,access-11,36.973348,15.185511,0.100808,229.355247
14,access-12,39.602223,15.674219,0.080103,224.976773
14,aggregation-05,41.390118,6.394336,0.05403,5386.918759
14,access-13,42.622076,15.425106,0.078845,217.565971
14,access-14,42.411069,14.910641,0.073676,214.786556
14,access-15,39.705756,15.671459,0.060955,212.758405
14,aggregation-06,37.659766,7.568556,0.104752,5156.549139
14,access-16,33.346452,16.834977,0.098675,211.204757
14,access-17,30.14104,16.569109,0.023059,211.732281
14,access-18,27.756702,17.402591,0.09389,213.115304
15,core-01,39.273335,4.40583,0.04599,32112.993409
15,core-02,39.304359,4.718994,0.088872,32683.49309
15,core-03,42.031242,6.389613,0.081644,33199.269562
15,aggregation-01,41.417897,11.009638,0.070518,6247.933838
15,access-01,41.159579,18.465877,0.057094,259.03781
15,access-02,39.190751,18.248384,0.084611,260.991208
15,access-03,37.102898,19.471422,0.070373,262.11902
15,aggregation-02,33.661862,10.197872,0.0859,6395.579733
15,access-04,30.773128,18.655115,0.05209,261.773421
15,access-05,29.296091,18.27927,0.116176,260.311802
15,access-06,27.618718,19.117979,0.077635,258.047785
15,aggregation-03,28.009458,10.936669,0.064981,6217.054216
15,access-07,25.826997,17.343438,0.094519,251.446362
15,access-08,28.064783,17.057509,0.092421,247.334246
15,access-09,29.025811,16.758453,0.053369,242.862622
15,aggregation-04,33.747357,8.723939,0.135288,5805.737358
15,access-10,36.209885,16.145642,0.082012,233.458335
15,access-11,38.926088,15.215443,0.044895,228.846616
15,access-12,40.248783,14.900775,0.08124,224.506327
15,aggregation-05,41.802143,6.538572,0.124451,5376.77374
15,access-13,40.598614,14.867154,0.103359,217.218209
15,access-14,40.115234,14.681148,0.089826,214.519107
15,access-15,40.779933,14.747164,0.050253,212.580395
15,aggregation-06,36.292725,7.683676,0.053347,5154.538309
15,access-16,33.655226,16.230912,0.078258,211.220591
15,access-17,30.338732,16.420923,0.112064,211.845905
15,access-18,29.35584,16.73136,0.092701,213.32284
16,core-01,39.322583,4.752233,0.081349,32179.374181
16,core-02,42.830259,5.214146,0.085952,32744.655159
16,core-03,40.29524,5.006682,0.044078,33253.12562
16,aggregation-01,40.278809,10.732907,0.066134,6256.237509
16,access-01,41.382929,18.764702,0.083077,259.297179
16,access-02,39.218688,18.680327,0.164013,261.160431
16,access-03,34.359798,18.162321,0.129724,262.192322
16,aggregation-02,34.252022,10.194089,0.077012,6394.967407
16,access-04,31.045103,19.010123,0.060686,261.650734
16,access-05,26.279038,17.595688,0.068918,260.095737
16,access-06,24.909826,17.832486,0.052864,257.745716
16,aggregation-03,27.15382,9.699511,0.075333,6207.846177
16,access-07,27.426892,16.968794,0.058738,251.005793
16,access-08,29.125714,16.143497,0.058988,246.845909
16,access-09,32.226235,17.43347,0.080962,242.343183
16,aggregation-04,34.336545,7.352464,0.06346,5792.74999
16,access-10,38.584542,16.221575,0.10161,232.930329
16,access-11,42.017228,16.0355,0.117902,228.341438
16,access-12,40.347734,14.810995,0.076465,224.041217
16,aggregation-05,42.061403,7.555028,0.050268,5366.800253
16,access-13,42.418711,15.166957,0.09893,216.878946
16,access-14,40.767079,15.293231,0.070499,214.261327
16,access-15,39.052991,15.213966,0.059126,212.412897
16,aggregation-06,34.396825,7.740947,0.0753,5152.795464
16,access-16,33.423612,15.308699,0.101514,211.247527
16,access-17,29.930576,16.435384,0.015875,211.970359
16,access-18,29.907732,15.67218,0.142432,213.540565
17,core-01,40.334556,5.666602,0.048765,32245.277812
17,core-02,41.620196,5.184443,0.10902,32805.094748
17,core-03,41.130756,4.956834,0.053695,33306.038516
17,aggregation-01,40.980155,9.896135,0.106118,6264.331015
17,access-01,40.128571,18.058531,0.093754,259.546784
17,access-02,38.352266,18.923773,0.105485,261.319081
17,access-03,37.707033,18.599917,0.06107,262.254603
17,aggregation-02,32.65993,11.180702,0.089351,6394.084705
17,access-04,29.749204,18.966347,0.098364,261.517262
17,access-05,29.507396,18.855282,0.080664,259.869562
17,access-06,26.300135,18.14119,0.05749,257.434555
17,aggregation-03,28.057576,10.92226,0.080534,6198.448976
17,access-07,25.823285,17.012246,0.102377,250.559058
17,access-08,27.786996,17.109656,0.066287,246.353211
17,access-09,32.826954,16.134431,0.122053,241.821337
17,aggregation-04,33.863853,7.738896,0.017414,5779.753616
17,access-10,39.042636,16.359965,0.111154,232.404001
17,access-11,38.68539,15.743555,0.078995,227.83993
17,access-12,40.300917,16.134289,0.064172,223.581644
17,aggregation-05,40.823617,6.396401,0.046751,5357.002628
17,access-13,41.748407,15.055693,0.090553,216.548329
17,access-14,39.174482,14.825037,0.080771,214.013329
17,access-15,38.821925,15.022305,0.066477,212.255982
17,aggregation-06,35.932694,7.035728,0.105662,5151.321361
17,access-16,32.800171,15.517211,0.134433,211.285553
17,access-17,30.695753,16.549772,0.059437,212.10559
17,access-18,28.15038,17.180048,0.085659,213.768385
18,core-01,39.660809,4.634769,0.093528,32310.675698
18,core-02,42.150337,5.196048,0.081587,32864.785625
18,core-03,41.000133,6.008835,0.079881,33357.985283
18,aggregation-01,42.008822,10.583463,0.074695,6272.210843
18,access-01,40.188344,19.521461,0.099484,259.786516
18,access-02,40.744623,19.685683,0.064206,261.46709
18,access-03,36.861935,18.496395,0.088263,262.305837
18,aggregation-02,31.452887,9.970136,0.088842,6392.93201
18,access-04,28.090728,18.468378,0.035081,261.373062
18,access-05,28.861421,18.610138,0.060976,259.633373
18,access-06,28.268953,17.95911,0.112911,257.114439
18,aggregation-03,25.509366,9.460825,0.067211,6188.86669
18,access-07,26.587438,17.418385,0.085642,250.106351
18,access-08,27.994309,17.130631,0.078197,245.856367
18,access-09,30.638102,16.967512,0.114159,241.297312
18,aggregation-04,33.660104,8.066773,0.076165,5766.753878
18,access-10,37.424908,15.507935,0.095464,231.879582
18,access-11,39.527277,15.137146,0.06504,227.342311
18,access-12,42.468299,15.736147,0.10694,223.127808
18,aggregation-05,43.70342,6.864391,0.053114,5347.385117
18,access-13,44.480378,15.715448,0.037946,216.226501
18,access-14,40.095561,15.795515,0.056378,213.775222
18,access-15,38.604141,15.811672,0.113681,212.10972
18,aggregation-06,34.182066,9.422911,0.09205,5150.116641
18,access-16,31.783557,15.99826,0.069737,211.334653
18,access-17,29.738418,15.817595,0.079929,212.251539
18,access-18,26.843921,15.903043,0.046971,214.006201
19,core-01,38.253878,5.15699,0.058577,32375.539456
19,core-02,42.294827,5.331767,0.085615,32923.701883
